,sent_no,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1406,1406,-0.04916772916294326,-0.06115241787768145,-0.05121408579912794,-0.024701901108305065,0.036866530541716416,-0.0456404716361765,0.048060104002427495,-0.021392219567884393,0.0710763944337434,0.016263102923931672,0.039311638874244506,-0.06216731313468916,-1.1474392345458828,-1.2240502061810816,-1.4760705626773936,-1.2994894748032833,-1.3732194079266848,-1.1092569960252734,-0.4808579704560819,-0.7030210424610885,-0.5667113896236009,0.22944712815431417,-0.2838885060357372,-1.3468811862779362,-0.3877074175815212,-1.0615340933664013,-1.5948711256799648,-0.6920171387680982,-1.0706395696087607,-0.6922594772639096,-1.6991091664024613
1407,1407,-0.042506470157869784,-0.057550676591597884,-0.04385523435248512,-0.022362869431331128,0.0372023967294958,-0.04016854680607069,0.04972894497083117,-0.018463562200499876,0.07815484625636977,0.01738588425027818,0.0436511721134566,-0.0625888042811872,-0.9942423754894782,-1.128156825238463,-1.3564456642435194,-1.2875589429967762,-1.3276134193632494,-0.972923216592905,-0.4808579704560819,-0.6606371265804514,-0.4759553607359191,0.24873588730012525,-0.22599916162061826,-1.4297678538692105,-0.36845093715472715,-1.0345428354296071,-1.60595327998542,-0.6921403884589921,-1.0542407244531249,-0.6922594772639096,-1.6978817546827443
1408,1408,-0.0444096870164622,-0.05951526274764346,-0.04385523435248512,-0.021026279901631736,0.03445233448519692,-0.043043031192244965,0.04972894497083117,-0.018463562200499876,0.07815484625636977,0.018495609979806708,0.0436511721134566,-0.059592640038578434,-1.038328757191039,-1.128156825238463,-1.400854142106225,-1.312982276690549,-1.317453974516846,-0.972923216592905,-0.4808579704560819,-0.683755626151708,-0.4759553607359191,0.24873588730012525,-0.2549438338281777,-1.5124200320449028,-0.3013484373079787,-1.03063426437917,-1.6102237167419882,-0.6909719426137685,-0.9565931819616632,-0.5673324336823169,-1.657974492884496
1409,1409,-0.04758171511411624,-0.06278957300771942,-0.04385523435248512,-0.021694574666481434,0.031060843581529878,-0.043043031192244965,0.011391920088006071,-0.021392219567884393,0.07815484625636977,0.019283897911816623,0.0436511721134566,-0.06683367419809003,-1.038328757191039,-1.128156825238463,-1.400854142106225,-1.3861223807141403,-1.317453974516846,-0.972923216592905,-0.4808579704560819,-0.7222864587704689,-0.4759553607359191,0.22944712815431417,-0.2549438338281777,-1.5949487010401713,-0.29902553853345487,-1.0005739395979227,-1.7089596686172377,-0.6909393294070872,-0.9567488297687221,-0.5673324336823169,-1.6585160334227484
1410,1410,-0.05075374321177027,-0.06606388326779539,-0.04385523435248512,-0.021694574666481434,0.030671945890416902,-0.043043031192244965,0.006558387822814135,-0.02432087693526891,0.07815484625636977,0.011313681150935076,0.0436511721134566,-0.06644313825160313,-1.1642898477669266,-1.256904027647508,-1.400854142106225,-1.420590455262572,-1.3276134193632494,-0.972923216592905,-0.4808579704560819,-0.76081729138923,-0.4759553607359191,0.2101583690085032,-0.2549438338281777,-1.5954044457694172,-0.27532926696512294,-0.9752853331838246,-1.712013537793138,-0.6907342061776298,-0.9576336770917269,-0.5673324336823169,-1.7023196138196348
1411,1411,-0.051070946021535675,-0.06639131429380297,-0.04741727742536212,-0.019689690371932342,0.02897493778374211,-0.03970591639108982,0.004962730503761581,-0.024677064993464323,0.07815484625636977,0.020115854564217727,0.0436511721134566,-0.06038760757666825,-1.192455603871696,-1.285692777297463,-1.457597213693828,-1.3585237593393062,-1.299799793879612,-0.972923216592905,-0.4808579704560819,-0.7646703746511061,-0.5213333751797602,0.19086960986269225,-0.22599916162061826,-1.5991191092007835,-0.27622797749062206,-0.915647412219504,-1.7214115912755636,-0.6901221318621114,-0.9570841250663528,-0.6922594772639096,-1.6996765704577228
1412,1412,-0.04107905751392546,-0.05607723697456369,-0.03637900025539791,-0.016014069165259014,0.03389929166471808,-0.0314980291459311,0.02331998115620206,-0.016373373362872524,0.0772700397785415,0.020480060696140067,0.04771677501206421,-0.05835704091853456,-1.0054129271167833,-1.0945129355447742,-1.2781598660430171,-1.270107466616498,-1.2541938053161765,-0.8268513100582244,-0.3838507839548188,-0.6432982519020092,-0.38519933184823757,0.4030459604666131,-0.1391651449979399,-1.5989835999425797,-0.2531419996845739,-0.9940178550049921,-1.6732486422155035,-0.7789123449869104,-1.0547812901484614,-0.8171865208455021,-1.774522606036816
1413,1413,-0.03473500131861739,-0.04952861645441175,-0.04037231633018,-0.014104655551402738,0.040169635606494135,-0.025910987623742776,0.02331998115620206,-0.01232000848356347,0.08788771751248106,0.029456908990987452,0.0542983127121709,-0.06065591387860954,-0.8707548571169628,-0.9568763867104078,-1.3459808085860294,-1.1252531990226178,-1.2143267289612492,-0.7164313277085572,-0.3838507839548188,-0.5662365866644872,-0.43057734629207833,0.4030459604666131,-0.08127580058282098,-1.682084431553883,-0.2081308621878947,-1.047284867724213,-1.641457730632314,-0.7719851526945435,-1.1518595118604686,-0.8796500426362984,-1.844411849031725
1414,1414,-0.030928567601432543,-0.04559944414232059,-0.04037231633018,-0.01683352584120567,0.03931860624347419,-0.02348597034828769,0.02331998115620206,-0.01232000848356347,0.08684874020897056,0.020467905485309534,0.05317990797278531,-0.053299470635228975,-0.8369559497912397,-0.9223298871304618,-1.3459808085860294,-1.0019697099610898,-1.1993990531507532,-0.693335331367916,-0.28031804912712166,-0.5199995875219742,-0.43057734629207833,0.4030459604666131,-0.05233112837526114,-1.682147443756219,-0.1708595228745064,-1.0496495360464073,-1.649413049768033,-0.8610232520038731,-1.1345028563591366,-0.9421135644270947,-1.9166149765307003
1415,1415,-0.031245770411197946,-0.045926875168328184,-0.03637900025539791,-0.017390438145247083,0.03765190185299002,-0.02348597034828769,0.026838040636088478,-0.008440595911745199,0.08684874020897056,0.02913006887754416,0.05317990797278531,-0.05261390578420603,-0.8032914322912844,-0.88792074992187,-1.2781598660430171,-1.0098065316800806,-1.2093258880057496,-0.6381253401930824,-0.17742639002881433,-0.5238526707838503,-0.38519933184823757,0.44162347875823516,-0.05233112837526114,-1.6818144260794232,-0.1065033672677975,-0.9433013869056776,-1.6204107004176649,-0.7710537979416083,-1.149454477527798,-0.8171865208455021,-1.8845693069928822
1416,1416,-0.027122133884247696,-0.041670271830229436,-0.026559602593678927,-0.013038859060420448,0.037659477782037674,-0.02065593059903421,0.026838040636088478,-0.005926110705053025,0.08684874020897056,0.038095212154554726,0.05317990797278531,-0.0524536181369448,-0.6846521576874685,-0.766657313480937,-1.1013066746503357,-0.9924053738792067,-1.0799954448657683,-0.5784917340655021,-0.17742639002881433,-0.473762588379461,-0.29444330296055576,0.44162347875823516,-0.02338645616770168,-1.5997879800786508,-0.06407395503022181,-0.9002221948027213,-1.6128543865997242,-0.7587515998786885,-1.0531669737489087,-0.7547229990547059,-1.8512744958287208
1417,1417,-0.024425910001241766,-0.03888710810916486,-0.026559602593678927,-0.012036416913145902,0.03843979847394618,-0.01782589084978073,0.032917622978309094,-0.003949128924681579,0.09525440174833938,0.03807765462779951,0.06580563348467496,-0.051429957532502325,-0.746467276806165,-0.8298397106539696,-1.1013066746503357,-1.0305257784189255,-1.1039336022648303,-0.6381253401930824,-0.17742639002881433,-0.4410113806535142,-0.29444330296055576,0.49948975619566804,0.0055582160398577754,-1.5995844678967501,-0.12804822542003957,-0.8525906620420811,-1.6683432870993498,-0.6680264536596288,-1.0527114368431665,-0.7547229990547059,-1.8361002161145827
1418,1418,-0.024425910001241766,-0.03888710810916486,-0.026559602593678927,-0.011479504609104487,0.03833373546727901,-0.01782589084978073,0.03579475269002282,-0.0034742115137543594,0.09525440174833938,0.038086208294680256,0.06580563348467496,-0.049963944079597485,-0.746467276806165,-0.8298397106539696,-1.1013066746503357,-1.0366410690783772,-1.0742841592242103,-0.6381253401930824,-0.17742639002881433,-0.4410113806535142,-0.29444330296055576,0.518778515341479,0.0055582160398577754,-1.5960686263623836,-0.0675953446151364,-0.8253512936957225,-1.6586820583255228,-0.5892253120378691,-0.9544917959260578,-0.6297959554731132,-1.7456855393596435
1419,1419,-0.02379150438171096,-0.038232246057149664,-0.026065364611834525,-0.009760739579879715,0.034952345802342175,-0.015185571469841078,0.038594038741345454,-0.002664274843956001,0.10587207948227895,0.047073861221377,0.07069049301697194,-0.05235997595398641,-0.7303556109803877,-0.8133716736456005,-1.0892374958018707,-1.0140216258965398,-1.058638688218211,-0.5406572184302361,-0.11922207812805638,-0.43330521412976203,-0.29444330296055576,0.5573560336331012,0.034502888247417235,-1.5960959263531111,-0.12807354228049975,-0.7992016697200323,-1.656597715285214,-0.5879259410291457,-0.9567564595057344,-0.5673324336823169,-1.7487523110692773
1420,1420,-0.022205490332883937,-0.03659509092711168,-0.026065364611834525,-0.008813988663009314,0.035437205261392116,-0.015185571469841078,0.04382202871493673,0.0033053265654896225,0.10233285357096576,0.046221195691264615,0.06900607414636906,-0.04851148856241039,-0.7303556109803877,-0.8133716736456005,-1.1327574450692217,-1.0473084362454634,-1.0518365028788186,-0.5406572184302361,-0.11922207812805638,-0.41403979782038147,-0.29444330296055576,0.634511070216345,0.034502888247417235,-1.59657104550961,-0.086090396189934,-0.7898272579496716,-1.6475061051925493,-0.593173759138244,-1.033367750531215,-0.6922594772639096,-1.760020487875321
1421,1421,-0.01744744818640288,-0.03168362553699773,-0.01704890149000243,-0.008813988663009314,0.03667965762520759,-0.00943660269749253,0.052792702549644493,0.01007105890604386,0.10233285357096576,0.04629187599127922,0.06900607414636906,-0.04851148856241039,-0.6108584281468151,-0.6912313530494105,-0.9722638022494312,-1.0161319036504037,-1.0518365028788186,-0.4100065333844194,-0.11922207812805638,-0.35624354889224014,-0.2036872740728743,0.7116661067995892,0.09239223266253614,-1.5966428994824766,-0.14905678593100757,-0.7632350926829494,-1.6998431580761149,-0.6784096984404873,-1.1287475294960874,-0.8171865208455021,-1.797323637405794
1422,1422,-0.01506842711316235,-0.03250220310201673,-0.018194878118375887,-0.004080234078657299,0.03987164906395304,-0.007007431743553002,0.05631076202953091,0.017448845661843446,0.10259829551431426,0.03969204670329213,0.06880827628070543,-0.041216569325042626,-0.5512002655331301,-0.6583485646171447,-0.9641986872900883,-0.9656280684687979,-0.9610796482602852,-0.3874671488707685,-0.16412767967068342,-0.4044070896656912,-0.24906528851671503,0.7502436250912111,0.1213369048700956,-1.5966137869412051,-0.18826351548646764,-0.7618041445686657,-1.7954036061708218,-0.6705322057474162,-1.2249800077522823,-0.9421135644270947,-1.8724022309786172
1423,1423,-0.01665444116198937,-0.0341393582320547,-0.020957603258128683,-0.0044143814610821475,0.045005603648580805,-0.004132947357378729,0.0540275027813967,0.011641231586357496,0.10023881157343881,0.03070889570653262,0.06587741903450085,-0.036840271572850976,-0.5258721579316742,-0.6324602289327367,-0.9131723765650387,-0.9267812695124819,-0.8824815803584564,-0.3874671488707685,-0.08137034560761607,-0.42367250597507167,-0.29444330296055576,0.7116661067995892,0.15028157707765505,-1.5969972506308807,-0.20372686218044742,-0.8160840461918156,-1.8388982528271203,-0.6738062245855826,-1.2253928544628356,-0.9421135644270947,-1.872936158158112
1424,1424,-0.015861434137575858,-0.03332078066703572,-0.020957603258128683,-0.0035678747589392,0.047318787317798226,-0.0012021300999659945,0.0540275027813967,0.011641231586357496,0.10023881157343881,0.030667027758116333,0.06587741903450085,-0.036840271572850976,-0.5036051726037084,-0.6097007239621786,-0.9131723765650387,-0.8618859777383695,-0.8577240437097343,-0.31443119560342836,-0.08137034560761607,-0.41403979782038147,-0.29444330296055576,0.7116661067995892,0.1792262492852149,-1.5969120384087996,-0.2033968638015139,-0.8115187839420629,-1.8349499465459227,-0.671545700414889,-1.2247561230230715,-0.8796500426362984,-1.8342589417799107
1425,1425,-0.010151783561798588,-0.027427022198898976,-0.01568906494366586,0.005016237836602181,0.04513439444239094,0.0012760967308909148,0.057252954070657114,0.018926980084225452,0.11085648930737838,0.03816544226157561,0.07414472531520042,-0.02977774035131435,-0.42553944904263363,-0.5299082780046629,-0.8229342593098584,-0.8429826284319206,-0.7875148092797448,-0.28819590671264017,-0.08137034560761607,-0.3446842991066117,-0.2036872740728743,0.7695323842370221,0.20817092149277436,-1.5288051562478135,-0.22521869852514192,-0.8383411777579056,-1.8272581030035737,-0.6711632888720158,-1.227008940586334,-0.8171865208455021,-1.8339742466121236
1426,1426,-0.010310384966681291,-0.027590737711902777,-0.01327406496178383,0.00015996254536105553,0.04245756617888606,0.0036818832222920137,0.062079834500220234,0.026817419936704227,0.10950055210758955,0.03158542146531236,0.07083552740093844,-0.03865395816149144,-0.41814733530807674,-0.5223526593698726,-0.785379911458644,-0.8218186073099388,-0.7811835120819162,-0.18910268760600343,-0.20017939976316584,-0.3466108407375499,-0.15830925962903353,0.8659761799660771,0.2371155937003338,-1.4457102390137648,-0.18661760219238346,-0.793597875021494,-1.8811048058814677,-0.5803153680449824,-1.2301455037901452,-0.8171865208455021,-1.8676649341793543
1427,1427,-0.01189639901550831,-0.027590737711902777,-0.01327406496178383,0.009070559410023677,0.043417183858255735,0.0062945993080644495,0.062079834500220234,0.027527955287936424,0.11068029407802728,0.024225216210926208,0.07255664492420047,-0.03820987415991276,-0.43792779928070596,-0.5425706440442323,-0.785379911458644,-0.8085353281841146,-0.6774300694795357,-0.12337032966539738,-0.20017939976316584,-0.3466108407375499,-0.15830925962903353,0.8659761799660771,0.29500493811545275,-1.4456075791304883,-0.16582609424645703,-0.7627557005664187,-1.8864542793016703,-0.4892113775241646,-1.3216360096628372,-0.8171865208455021,-1.8292566515662376
1428,1428,-0.0042835315811386165,-0.01809523795768247,-0.0103654520082832,0.015347756665576187,0.04624048008334862,0.011450658688507438,0.0683760725173346,0.03495912423333635,0.11275958930092378,0.01677902409473886,0.07628230219996003,-0.03705329572785789,-0.3426392139658373,-0.445174386797525,-0.7462234720247415,-0.7738082159532501,-0.5945076055631001,-0.05634794239434579,-0.20017939976316584,-0.23487142614314313,-0.11293124518519247,0.9624199756951319,0.3818389547381311,-1.362590864762102,-0.1471773353612755,-0.7161810654522247,-1.7991641351081005,-0.39976173832207545,-1.2411407869470865,-0.6922594772639096,-1.7355452090200403
1429,1429,-0.011103391991094799,-0.0251350050168458,-0.013665344706187596,0.019357525254674365,0.04744757811160837,-0.0013345432440914759,0.06576800200760761,0.03511006697634422,0.11275958930092378,0.01676957004187066,0.07363554384830114,-0.04007772936942075,-0.34996919438584,-0.4526664978015963,-0.6964565060487219,-0.7260491624885016,-0.5902139087450134,-0.13510209704061646,-0.1194645416819035,-0.31771271627347913,-0.15830925962903353,0.92384245740351,0.2371155937003338,-1.3629568783076365,-0.1670152935145418,-0.7500023551096047,-1.9268965152158088,-0.39986508396092907,-1.250348965359197,-0.6922594772639096,-1.7711005886300022
1430,1430,-0.003014720342077002,-0.015148358723614103,-0.008034038442186397,0.02409127983902638,0.054172477796243755,0.008862812741966344,0.079045039718762,0.04875197756697066,0.11863723233221175,0.025199884042337667,0.0790350090749427,-0.04026934557562505,-0.253825284278875,-0.3543959969799086,-0.6232015156249084,-0.6281792443040559,-0.5338183874383235,-0.010224046697608132,-0.1194645416819035,-0.2001936767862581,-0.06755323074135172,1.136018808007431,0.3818389547381311,-1.3631722713859111,-0.16789157299373667,-0.7932468372245405,-2.0239000828806497,-0.30814357901323935,-1.2493508351935976,-0.6922594772639096,-1.841870210111293
1431,1431,-0.0026975175323115984,-0.014820927697606508,-0.011596081515063401,0.02416553481289857,0.056273535452126835,0.006150281370770599,0.06834215391484601,0.04113305057539019,0.11642521613764101,0.02703171933379875,0.0826567563086974,-0.044340826645664445,-0.24059946289136647,-0.3408776359096894,-0.6786898284202462,-0.6370152287046137,-0.4612883160514658,-0.020255157055551972,-0.1194645416819035,-0.19634059352438196,-0.11293124518519247,1.0202862531325652,0.35289428253057165,-1.3630713619795298,-0.24341351042259307,-0.7955713295551784,-2.034766027153361,-0.308612359532478,-1.1554664055730086,-0.6922594772639096,-1.9703257194317234
1432,1432,0.0020605246141694594,-0.008272307177454575,-0.004996296119254609,0.024611064656131696,0.06131152826881763,0.01446625283208395,0.07729886596878036,0.05067373639258312,0.12202899049722021,0.027220350198168916,0.0881919291001151,-0.045993153226922594,-0.1431727910784251,-0.24129600019510075,-0.5791558964682066,-0.532796829071685,-0.4557660562395123,0.1395251128084994,-0.0006554875263537109,-0.1192789282868602,-0.02217521629751097,1.1167300488616199,0.4686729713608099,-1.3631402885591206,-0.19983444374613407,-0.7309668301581961,-1.9924670253996077,-0.3922422055052994,-1.218867445702681,-0.8171865208455021,-1.941313117110786
1433,1433,0.0020605246141694594,-0.008272307177454575,-0.004996296119254608,0.027507008637147046,0.05232395110861585,0.01692299089552308,0.07729886596878036,0.052302813557973,0.12202899049722021,0.03608374985859797,0.09750049848541671,-0.0528503753258181,-0.1431727910784251,-0.24129600019510075,-0.5791558964682066,-0.6461652197888629,-0.4544630279948426,0.16387043056427963,0.047848105724277966,-0.1192789282868602,-0.02217521629751097,1.1167300488616199,0.4976176435683693,-1.4455791394675694,-0.22560364489202028,-0.7359015164172236,-2.0944003809456664,-0.3923907828827217,-1.143461755675413,-0.9421135644270947,-2.0127675049722216
